Text_Clean,Latitude,Longitude,Country,coordinates,city
 i know what its not    is it apuffin,52.7145248,-2.9722813,GB,"[52.7145248, -2.9722813]",Shropshire
 london  eye  traveling  brilliant  london  instalove  igerslondon  conquering at the official  ,51.50339185,-0.11954853,GB,"[51.50339185, -0.11954853]",Greater London
 if they do it now it shows their lack of class and integrity theyre infamous for ,50.4018366,-4.149417,GB,"[50.4018366, -4.149417]",Plymouth
 nice photo and you had reason to be smiling    ,53.41138879999999,-3.0389436,GB,"[53.41138879999999, -3.0389436]",Merseyside
its fish class today at the school with   fish  cookingschool at bertinet kitchen ,51.38557,-2.36274,GB,"[51.38557, -2.36274]",Bath and North East Somerset
wind    kts min  ave  f  kts gust oat   c dew point   c qnh  hpa rain  in hr sr   ss  ,51.28388889,-2.78194444,GB,"[51.28388889, -2.78194444]",Somerset
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa falling slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
went outside and did things yesterday  i need to sleep for a week ,51.49111016,-3.17395665,GB,"[51.49111016, -3.17395665]",Cardiff
love a little path through the woods lined with bluebells   spring  bluebells  woods at dartmoor  ,51.51768832,-0.15367427,GB,"[51.51768832, -0.15367427]",Greater London
so in the house dookie always jumps on the couch cos hes cheeky as  had to drag the little  ,54.76294504,-1.31529629,GB,"[54.76294504, -1.31529629]",County Durham
i just finished cycling   miles in m s with  endomondo  endorphins ,51.39168615,-0.5011099,GB,"[51.39168615, -0.5011099]",Surrey
 for clarity remembering everything doesnt mean knowing everything  ,51.56624164,-0.12494443,GB,"[51.56624164, -0.12494443]",Greater London
suns out but not warm  raybansunglasseson at manchester united kingdom ,53.4667,-2.2333,GB,"[53.4667, -2.2333]",Greater Manchester
   morning v been a bit quiet on here lately hows things going your end,51.45785479999999,-0.2349554,GB,"[51.45785479999999, -0.2349554]",Greater London
 tbt amazeballssssssss view of london town from  theshard     ,51.4902,-0.206366,GB,"[51.4902, -0.206366]",Greater London
i am so happy to receive  mazuinlc batang buruk sabah yesterday   ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
im loving this cycle to work malarkey especially when i get to wear such bright sunnies    ,54.9718578,-1.6103193999999998,GB,"[54.9718578, -1.6103193999999998]",Tyne and Wear
harlow hawks us seal junior league title   harlow  essex,51.75854026,0.11028439,GB,"[51.75854026, 0.11028439]",Essex
missing teen danni lee believed to be with man she met online   gloucestershire,51.88913974,-2.27672976,GB,"[51.88913974, -2.27672976]",Gloucestershire
river lea drowning  witnesses critical of rescue effort to save hackney teen jack    london ,51.54192439,-0.15785387,GB,"[51.54192439, -0.15785387]",Greater London
premier inn to occupy wokinghams tallest building in town centre   berkshire ,51.48392172,-0.60450311,GB,"[51.48392172, -0.60450311]",Windsor and Maidenhead
asda mass recall after salmonella found in chicken pasta   gloucestershire ,51.88913974,-2.27672976,GB,"[51.88913974, -2.27672976]",Gloucestershire
 essex  three rushed to hospital following basildon car smash  ,51.89493954,0.89482583,GB,"[51.89493954, 0.89482583]",Essex
inquest is opened into death of double murderer   cambridgeshire ,52.31893348,-0.16945685,GB,"[52.31893348, -0.16945685]",Cambridgeshire
former players of reedham fc s once successful saturday team reunited after three    norfolk ,52.62843255,1.29620869,GB,"[52.62843255, 1.29620869]",Norfolk
doodahs will be serving up their delicious donuts for one final summer in    southend ,51.54717027,0.66508719,GB,"[51.54717027, 0.66508719]",Southend-on-Sea
forecast   friday  light cloud maximum temperature   c  f minimum temperature   c  f,51.75222,-1.25596,GB,"[51.75222, -1.25596]",Oxfordshire
forecast   saturday  light cloud maximum temperature   c  f minimum temperature   c  f,51.75222,-1.25596,GB,"[51.75222, -1.25596]",Oxfordshire
something stupid  twitters username squatting policy   ,54.0633,-2.88424,GB,"[54.0633, -2.88424]",Lancashire
legs and feet have recovered from antics in brighton  one month until the  greatmanchesterrun   ,51.37787127,-2.32429847,GB,"[51.37787127, -2.32429847]",Bath and North East Somerset
"average wind  n a mph     force n a  
barometer    mb steady  
temperature   c  
rain today    mm  
 kent  weather",51.21777778,1.40388889,GB,"[51.21777778, 1.40388889]",Kent
no deposit no artwork      ive been nice enough to start artwork before payment but one too  ,53.4667,-2.2333,GB,"[53.4667, -2.2333]",Greater Manchester
enjoying the sun and riding their bikes at canvey ,51.5167,-0.6,GB,"[51.5167, -0.6]",Slough
morning walks with the pup then back home do some recreational signature serves for sixty   ,54.61946052,-5.94033783,GB,"[54.61946052, -5.94033783]",Belfast
many happy returns to the queen on her th birthday   ,53.553325,-2.4318,GB,"[53.553325, -2.4318]",Greater Manchester
"the rapide s     guess who got a go   

 astonmartin  astonmartinlive  astonmartinracing  racing  ",51.36004344,0.26057257,GB,"[51.36004344, 0.26057257]",Kent
 in government would offer a  bedroomtax rebate to those affected  ,51.579969,-0.217545,GB,"[51.579969, -0.217545]",Greater London
sv body wrap done by ddb doll chelsie   our client lost a whopping    inches and left the  ,52.89763158,-1.43076597,GB,"[52.89763158, -1.43076597]",Derby
happy birthday    welovethequeen  thequeenat  hhhairandbeauty  hair  barbers  nails  ,54.65638000000001,-1.67667834,GB,"[54.65638000000001, -1.67667834]",County Durham
champagne cocktails amazing company and   whole lotta love  at searcys champagne bar ,51.5068096,-0.22001498,GB,"[51.5068096, -0.22001498]",Greater London
happy birthday queenie  years still working and rockin     happybirthdayqueenelizabeth  ,54.9881,-1.61944,GB,"[54.9881, -1.61944]",Tyne and Wear
im at dazl hair  amp  beauty in tunbridge wells kent ,51.13510471,0.26030663,GB,"[51.13510471, 0.26030663]",Kent
its a tough place to work   sunshine  opera  cricket  bestpracticeroomever  ,50.87805556,0.06416667,GB,"[50.87805556, 0.06416667]",East Sussex
  think of his poorly knee,52.7145248,-2.9722813,GB,"[52.7145248, -2.9722813]",Shropshire
loving the shabby chic style of these faux stone tall lamps  they are amazing and make a real  ,55.8250098,-4.2568051,GB,"[55.8250098, -4.2568051]",Glasgow City
loving the train signs this morning happy birthday maam       ,51.4646,-0.1705,GB,"[51.4646, -0.1705]",Greater London
morning all,51.1631164,-0.4962905,GB,"[51.1631164, -0.4962905]",Surrey
 too many owners think their dogs speak perfect english  amp  tell them off as if scolding a child  its easier than training em,53.6546277,-1.49111851,GB,"[53.6546277, -1.49111851]",West Yorkshire
"thanks for following  
 utv",52.8818029,-1.6545598999999998,GB,"[52.8818029, -1.6545598999999998]",Derbyshire
"surprise
dont see this crazy kitty after meeting in haggerston and she shouts me down from her  ",51.53843307,-0.14192173,GB,"[51.53843307, -0.14192173]",Greater London
pretty skies last night      brighton at hove ,50.8352,-0.1758,GB,"[50.8352, -0.1758]",Brighton and Hove
thank you  for my free chocolate coconut water this morning  delicious  ,51.5197987,-0.13352322,GB,"[51.5197987, -0.13352322]",Greater London
  ltn gt ams   at london luton airport ,51.87982799,-0.37603613,GB,"[51.87982799, -0.37603613]",Luton
  they never give up their nastiness do they and really it is they who are sewer rats,50.81772999,-0.61081865,GB,"[50.81772999, -0.61081865]",West Sussex
"happy birthday maam 
            at london united kingdom ",51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
tried the brilliant new bar menu galvinatwindows with  last night  top stuff  ,51.50540568,-0.15030829,GB,"[51.50540568, -0.15030829]",Greater London
wonderful and thoughtful leaving gifts  a memory of my finest moment  there and a chance for  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
   i had a shopping day with mrs m on tuesday ikea of all places as well      ,51.45785479999999,-0.2349554,GB,"[51.45785479999999, -0.2349554]",Greater London
good morning looks  fashiondiaries  fashionaddict  fashionable  lookoftheday  bbloggers  mua  ,55.0,-3.0,GB,"[55.0, -3.0]",Cumbria
amazing performance of my amazing favourite actor  because once a cumberbitch always a  ,51.51960546,-0.09365098,GB,"[51.51960546, -0.09365098]",Greater London
all ready to start learning again at canvey ,51.5167,-0.6,GB,"[51.5167, -0.6]",Slough
palmyras arch of triumph in london  trafalgarsquare  digitalarcheology  london  palmyra  ,51.50805556,-0.12805556,GB,"[51.50805556, -0.12805556]",Greater London
colleen green     green my eyes  ,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
off to bournemouth at london waterloo railway station wat    in south bank greater london ,51.50313295,-0.11276007,GB,"[51.50313295, -0.11276007]",Greater London
wind   mph e  barometer   hpa falling slowly  temperature  c feels like  c  rain today   mm  humidity    f ,50.93638889,-0.17972222,GB,"[50.93638889, -0.17972222]",West Sussex
the adventure begins  lads  nyc at heathrow terminal    the queens terminal ,51.47002961,-0.44869668,GB,"[51.47002961, -0.44869668]",Greater London
on wednesdays we match  you cant sit with us    wednesday  humpday  beergarden  ,51.55119024,-1.79241748,GB,"[51.55119024, -1.79241748]",Swindon
fruit tree by nick drake is  nowplaying in the sun lancaster   download it now at ,54.04993838,-2.80268574,GB,"[54.04993838, -2.80268574]",Lancashire
  ben watt band and bernard butler at field day festival jun    ,51.5078,-0.128,GB,"[51.5078, -0.128]",Greater London
our beautiful new client stephanie kay with her hollywood weave white blonde super weft     love  ,54.9876366,-1.5937325,GB,"[54.9876366, -1.5937325]",Tyne and Wear
    at portobello market at nottinghill ,51.51633682,-0.20523968,GB,"[51.51633682, -0.20523968]",Greater London
heacham weather temp  c  amp  is rising low  c  amp  high  c pressure  mb  amp  is steady wind  mph e  amp  gust  mph rain today  mm ,52.90861111,0.47916667,GB,"[52.90861111, 0.47916667]",Norfolk
wind  m s ene  barometer   mb falling slowly  temperature    c  rain today  mm  humidity  ,52.41138889,-0.07583333,GB,"[52.41138889, -0.07583333]",Cambridgeshire
 there is no one like the god of jeshurun who rides across the heavens to help you and on the clouds in his majesty  deut  ,52.56653594,-2.15572282,GB,"[52.56653594, -2.15572282]",West Midlands
"quick  amp  easy process
 find us on  facebook 
 twitter  instagram mac cab private ltd
     ",51.87610387,0.94623625,GB,"[51.87610387, 0.94623625]",Essex
 devweek at methodist central hall westminster    in westminster greater london  ,51.49993722,-0.12937635,GB,"[51.49993722, -0.12937635]",Greater London
wind   mph ene  barometer   hpa falling slowly  temperature    c  rain today   mm  humidity  ,51.37083333,1.42333333,GB,"[51.37083333, 1.42333333]",Kent
tmp   c wind mph press  mb cloud  ft rain  mm humidity   fairly fine showery later  ukweather,51.33222222,-0.55777778,GB,"[51.33222222, -0.55777778]",Surrey
temp   c  wind  m s  press  mb falling slowly  rain today  mm  f cast showery becoming less settled,55.84305556,-4.42888889,GB,"[55.84305556, -4.42888889]",Renfrewshire
"hrs early birds in the gym     

holy smoked mackerel on a toasted sesame seed bun not  ",51.51786399,-0.08266316,GB,"[51.51786399, -0.08266316]",Greater London
spotted  berets on this flight already  bordeaux,51.15907748,-0.16871765,GB,"[51.15907748, -0.16871765]",West Sussex
wind   mph ne  barometer   mb steady  temperature    c  rain today   mm  humidity  ,51.86805556,0.73111111,GB,"[51.86805556, 0.73111111]",Essex
"local weather at      
temp    c current wind gust       mph wind ene
rainfall today   baro    amp  falling",52.25138889,0.10166667,GB,"[52.25138889, 0.10166667]",Cambridgeshire
white wedding styling with pretty flower chair design  an english country garden theme allows  ,53.71617729999999,-1.6253695,GB,"[53.71617729999999, -1.6253695]",West Yorkshire
"wind   mph ene gusting   mph 
barometer   mb falling slowly 
temp    c     c 
rain today   mm 
humidity  
 dyffry",53.28305556,-4.5625,GB,"[53.28305556, -4.5625]",Ynys Môn
wind  mph wnw  barometer   mb rising slowly  temperature    c  rain today  mm  humidity  ,59.2425,-2.58777778,GB,"[59.2425, -2.58777778]",Orkney
"temp   c wchill   c
wind  mph gust  mph dir ene 
rain  mm  humid   pressure  mb falling 
 kent  folkestone",51.08833333,1.135,GB,"[51.08833333, 1.135]",Kent
wind  kts      barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,52.33555556,0.91444444,GB,"[52.33555556, 0.91444444]",Suffolk
temp  c wind    kts ese rain today   mm  pressure    mb steady  sunshine   hrs  brampton  cumbria  eustorm  ,54.935,-2.73361111,GB,"[54.935, -2.73361111]",Cumbria
back tae the future premiere was great fun last night think the entire cast  amp  crew stood up to  ,55.91165873,-4.40424936,GB,"[55.91165873, -4.40424936]",West Dunbartonshire Council
  c wind  mph pressure  hpa falling slowly rain today  mm uv  forecast fine weather    lux,51.61722222,-0.60111111,GB,"[51.61722222, -0.60111111]",Buckinghamshire
temp  c hum   wind  mph dir nne pres   hpa steady rain   uv  sol  light   forcast changeable some precipitation,53.64833333,-1.82166667,GB,"[53.64833333, -1.82166667]",West Yorkshire
technical subject matter expert tv  amp  media sw hub   ericsson   southampton   job  jobs  hiring,50.9097004,-1.4043508999999998,GB,"[50.9097004, -1.4043508999999998]",Southampton
"wind   mph ene
barometer   mb steady
temperature   c
rain today   mm
humidity   
 clacton  weather
",51.81361111,1.16888889,GB,"[51.81361111, 1.16888889]",Essex
"temp   c  
high   c  
low   c
wind  mph s
gust  mph
pressure    
rain   mm   
 wallsend",54.99944444,-1.54416667,GB,"[54.99944444, -1.54416667]",Tyne and Wear
 temp    c wind  mph pressure   mb falling slowly rain today  mm hum   fc  fine becoming less settled,51.97222222,0.78055556,GB,"[51.97222222, 0.78055556]",Suffolk
im at  in banbridge ,54.35455672,-6.25842218,GB,"[54.35455672, -6.25842218]","Armagh City, Banbridge And Craigavon"
found myself on high speed  again  fancy at london st pancras international railway station stp ,51.53098671,-0.12567759,GB,"[51.53098671, -0.12567759]",Greater London
state of play in camden lock    walkinthepark with glogor  missing  cchoa acmedavid  ,51.5390913,-0.15083629,GB,"[51.5390913, -0.15083629]",Greater London
